driver_age,driver_gender,driving_experience_years,accident_history_count,license_points,vehicle_type,vehicle_age_years,vehicle_value_brl,annual_mileage_km,usage_type,region,city_size,coverage_type,has_deductible,monthly_insurance_cost
26,M,6,1,0,Sedan,4,67401,25615,Pessoal,Sudeste,Media,Intermediária,1,236.44
34,M,15,3,0,Sedan,10,25176,8576,Pessoal,Centro-Oeste,Media,Intermediária,1,150.0
26,F,7,1,0,SUV,4,139974,13100,Trabalho,Sudeste,Media,Intermediária,1,828.4
28,M,9,0,8,SUV,1,147399,18612,Pessoal,Sudeste,Media,Básica,1,669.37
32,M,14,0,0,Sedan,7,41647,10728,Pessoal,Sudeste,Grande,Básica,1,150.0
41,F,22,0,6,Sedan,14,20000,5032,Pessoal,Sudeste,Grande,Básica,1,150.0
55,M,36,0,0,Sedan,1,80845,15886,Trabalho,Sul,Grande,Básica,0,265.61
52,M,34,0,10,Hatchback,3,53473,19078,Uber,Centro-Oeste,Media,Intermediária,0,361.91
47,F,27,0,2,Pickup,11,57056,9373,Trabalho,Nordeste,Media,Intermediária,0,206.79
48,F,28,1,8,SUV,12,92176,19468,Pessoal,Sudeste,Pequena,Básica,0,556.34
66,F,47,2,0,Hatchback,4,40003,18037,Trabalho,Sul,Media,Completa,0,399.46
22,M,4,0,4,Hatchback,13,20000,24982,Trabalho,Norte,Pequena,Básica,0,150.0
61,M,41,0,6,Sedan,0,73114,19461,Pessoal,Sudeste,Media,Intermediária,1,375.14
67,M,48,1,0,Minivan,5,78442,7392,Pessoal,Sul,Pequena,Básica,1,150.0
31,F,12,0,0,Pickup,1,112383,16063,Pessoal,Sudeste,Media,Básica,1,277.62
28,F,10,0,0,Sedan,13,20000,28089,Pessoal,Centro-Oeste,Pequena,Básica,1,150.0
26,M,7,0,8,Sedan,4,67927,28174,Trabalho,Sudeste,Grande,Intermediária,0,626.06
51,F,31,3,2,Sedan,14,20000,24061,Pessoal,Sudeste,Grande,Completa,1,331.14
29,M,11,2,2,Sedan,5,62820,22785,Pessoal,Sudeste,Media,Básica,1,312.27
52,M,32,0,0,Hatchback,10,20000,5817,Uber,Sul,Pequena,Intermediária,0,175.73
52,M,32,1,0,SUV,7,116251,11203,Trabalho,Sudeste,Grande,Básica,0,553.19
18,M,0,1,4,Pickup,8,74116,25946,Trabalho,Centro-Oeste,Grande,Completa,0,2169.2
57,F,38,1,0,Hatchback,12,20000,26107,Pessoal,Centro-Oeste,Media,Completa,0,150.0
39,M,20,1,2,Hatchback,14,20000,7438,Pessoal,Sul,Media,Básica,0,150.0
46,M,26,1,6,Hatchback,11,20000,28212,Pessoal,Sul,Grande,Intermediária,0,236.76
25,F,5,0,0,Sedan,5,53089,22594,Pessoal,Centro-Oeste,Media,Completa,0,209.67
28,M,10,0,2,SUV,4,123731,11641,Pessoal,Nordeste,Pequena,Intermediária,0,405.57
58,F,40,1,0,Hatchback,11,20000,21983,Pessoal,Sudeste,Pequena,Intermediária,1,150.0
54,F,35,3,2,Sedan,3,71361,19026,Pessoal,Sudeste,Grande,Intermediária,0,666.15
31,M,12,1,0,Sedan,1,80907,26864,Pessoal,Sul,Grande,Intermediária,0,382.48
47,M,29,2,4,Sports,1,254701,23230,Pessoal,Sudeste,Grande,Completa,1,3000.0
52,M,32,5,0,Hatchback,6,22046,27976,Trabalho,Sul,Grande,Completa,1,379.41
38,M,19,0,0,Sedan,4,69528,29245,Trabalho,Nordeste,Grande,Completa,1,501.75
54,M,34,1,2,Hatchback,6,39605,23271,Pessoal,Sudeste,Media,Intermediária,1,150.0
22,F,4,1,0,Pickup,12,61332,22063,Pessoal,Nordeste,Grande,Intermediária,0,548.76
36,F,17,4,4,SUV,10,95064,24636,Pessoal,Centro-Oeste,Pequena,Intermediária,0,1071.93
31,M,12,4,0,Sedan,0,79445,6835,Pessoal,Nordeste,Pequena,Completa,0,549.86
43,F,25,1,2,Minivan,0,90722,17222,Pessoal,Sudeste,Grande,Intermediária,1,515.81
21,F,2,0,0,SUV,4,133289,7177,Uber,Sul,Pequena,Intermediária,1,1154.29
42,F,24,2,2,Sedan,1,80210,13142,Entrega,Norte,Media,Básica,1,279.8
62,F,43,0,0,SUV,7,112564,5148,Trabalho,Centro-Oeste,Media,Intermediária,0,577.83
59,F,41,2,0,Pickup,13,53275,22879,Uber,Nordeste,Grande,Completa,1,704.23
42,M,23,3,0,Sedan,14,20000,18105,Trabalho,Sul,Media,Intermediária,0,163.1
35,M,15,0,4,Sedan,2,63364,6744,Pessoal,Sudeste,Grande,Básica,1,204.77
57,F,37,1,0,Sedan,0,74318,6646,Entrega,Centro-Oeste,Media,Básica,1,250.01
25,M,5,1,6,Minivan,12,49164,24379,Pessoal,Sul,Grande,Intermediária,1,340.76
56,F,37,1,6,Sedan,1,76479,28027,Trabalho,Sudeste,Media,Completa,0,1023.97
57,F,38,0,0,Hatchback,9,20000,14864,Pessoal,Sudeste,Grande,Completa,1,150.0
31,M,11,2,2,Sports,9,197452,18666,Pessoal,Sul,Grande,Completa,1,2928.04
49,M,29,3,0,Sedan,6,40425,28762,Trabalho,Sul,Media,Intermediária,0,432.81
68,M,50,3,0,Minivan,5,78865,8667,Pessoal,Sudeste,Media,Intermediária,1,526.18
55,F,37,0,4,Minivan,11,48507,21960,Pessoal,Sul,Grande,Intermediária,1,249.79
50,M,32,3,2,Sports,7,213799,16287,Pessoal,Centro-Oeste,Grande,Intermediária,1,2650.58
40,M,20,2,2,Sedan,6,42124,21302,Pessoal,Sul,Pequena,Intermediária,0,336.48
32,M,12,0,0,Hatchback,13,20000,18010,Entrega,Sudeste,Media,Intermediária,1,150.0
50,M,30,0,0,Pickup,9,70015,9779,Trabalho,Nordeste,Grande,Intermediária,0,336.8
42,M,24,0,0,Minivan,12,38657,13187,Pessoal,Sudeste,Media,Básica,1,150.0
34,M,15,3,4,Sedan,7,53348,18029,Pessoal,Sudeste,Media,Básica,1,223.94
50,F,30,1,2,Pickup,2,110731,7972,Trabalho,Centro-Oeste,Grande,Completa,1,841.36
64,M,45,2,4,SUV,5,133744,29140,Pessoal,Norte,Media,Completa,0,2062.21
19,M,0,0,0,Sedan,12,28423,25332,Pessoal,Sul,Pequena,Intermediária,1,215.34
31,M,12,2,0,SUV,6,126308,27928,Pessoal,Sudeste,Media,Básica,0,688.86
57,M,39,0,0,Pickup,14,57568,23429,Uber,Centro-Oeste,Grande,Completa,1,577.55
57,F,38,0,0,SUV,9,109643,16140,Pessoal,Sudeste,Pequena,Intermediária,1,335.22
68,F,48,1,0,SUV,10,93934,23011,Pessoal,Nordeste,Grande,Intermediária,1,711.28
56,M,38,0,4,Minivan,0,101409,19847,Pessoal,Norte,Pequena,Intermediária,0,387.64
68,F,48,2,6,SUV,0,148172,19423,Pessoal,Norte,Grande,Intermediária,1,1456.25
23,M,3,0,2,Hatchback,6,20777,6488,Pessoal,Sudeste,Media,Intermediária,0,150.0
23,M,5,1,0,SUV,12,99763,14127,Pessoal,Sul,Media,Completa,1,852.88
20,F,0,1,0,SUV,10,105905,24947,Pessoal,Norte,Grande,Básica,0,990.19
24,F,4,1,6,Hatchback,12,20000,14906,Pessoal,Sudeste,Media,Básica,1,150.0
68,F,50,0,0,Minivan,2,92454,6802,Pessoal,Sul,Media,Básica,1,184.49
25,M,5,0,8,SUV,2,132439,20627,Trabalho,Centro-Oeste,Grande,Intermediária,0,1262.59
59,F,40,3,0,Pickup,14,47804,24975,Uber,Sudeste,Media,Básica,0,392.41
69,M,49,0,0,Sedan,4,63023,8520,Pessoal,Sudeste,Media,Básica,0,238.61
32,M,13,2,6,Sedan,14,20000,10896,Pessoal,Nordeste,Grande,Básica,1,150.0
64,F,44,5,0,SUV,10,103212,29027,Pessoal,Sul,Pequena,Básica,1,768.59
46,M,28,0,2,Sedan,5,46989,28425,Trabalho,Sul,Pequena,Intermediária,1,184.89
50,F,32,0,2,Sedan,1,72868,20244,Trabalho,Sudeste,Grande,Básica,1,303.61
69,F,49,1,0,SUV,2,139258,8311,Pessoal,Centro-Oeste,Media,Intermediária,0,786.42
47,M,29,4,0,Sedan,5,45944,23689,Trabalho,Sul,Grande,Intermediária,1,399.05
56,M,36,3,2,Sedan,2,78281,29259,Trabalho,Sudeste,Media,Básica,0,699.57
44,F,26,1,4,SUV,13,80150,23351,Uber,Centro-Oeste,Pequena,Intermediária,0,854.96
53,M,34,2,0,Hatchback,4,48081,13009,Pessoal,Nordeste,Grande,Completa,1,253.57
46,F,26,0,8,Sports,8,211006,16906,Pessoal,Sul,Pequena,Completa,1,1950.95
55,F,36,4,0,Hatchback,11,20000,17227,Pessoal,Nordeste,Media,Básica,1,150.0
50,M,31,4,0,SUV,2,145204,10462,Uber,Sul,Grande,Completa,1,2316.71
54,F,34,0,0,Minivan,11,36665,18060,Trabalho,Centro-Oeste,Pequena,Intermediária,1,150.0
44,F,25,0,0,Pickup,10,72811,28281,Pessoal,Sudeste,Media,Básica,1,317.39
50,M,30,0,0,Sedan,12,20000,8458,Pessoal,Sul,Media,Básica,0,150.0
21,F,2,0,10,Sedan,12,20349,29969,Pessoal,Centro-Oeste,Media,Intermediária,1,240.06
39,M,19,2,0,Hatchback,5,34543,26162,Pessoal,Sul,Grande,Intermediária,1,156.73
19,F,0,0,0,Hatchback,10,20000,8730,Pessoal,Sul,Grande,Intermediária,1,150.0
27,F,9,0,0,Pickup,4,91785,25749,Pessoal,Sudeste,Pequena,Intermediária,1,336.06
22,M,2,0,4,Hatchback,4,35948,12547,Pessoal,Centro-Oeste,Media,Básica,1,150.0
27,M,7,4,6,Hatchback,10,20000,5027,Trabalho,Sul,Pequena,Intermediária,1,150.0
50,F,31,1,0,Minivan,13,43991,20508,Pessoal,Sul,Grande,Intermediária,0,226.05
55,M,35,1,0,SUV,13,77630,24875,Pessoal,Sul,Media,Intermediária,1,371.39
30,F,12,0,0,Sedan,5,52660,11423,Pessoal,Sudeste,Pequena,Completa,0,231.02
48,M,29,4,0,Pickup,5,85238,26685,Trabalho,Sudeste,Grande,Completa,0,1784.61
64,F,45,2,0,Sedan,0,89920,17453,Pessoal,Sul,Grande,Completa,1,876.17
53,F,35,0,0,Pickup,10,73891,27544,Uber,Sul,Media,Intermediária,0,505.09
62,F,43,0,0,Minivan,14,29338,22557,Pessoal,Sudeste,Grande,Intermediária,1,150.0
41,M,22,0,2,Hatchback,8,20000,21722,Uber,Nordeste,Grande,Intermediária,1,150.0
69,F,50,0,0,Hatchback,4,40349,14260,Uber,Centro-Oeste,Pequena,Intermediária,1,168.44
32,F,13,1,8,SUV,0,153582,20861,Pessoal,Nordeste,Pequena,Intermediária,1,854.19
46,M,28,3,6,SUV,7,116643,22225,Uber,Sul,Media,Completa,0,2555.59
25,M,7,1,2,SUV,6,122245,17476,Pessoal,Norte,Media,Intermediária,1,499.31
22,M,3,2,0,Hatchback,6,27899,17938,Pessoal,Sudeste,Pequena,Básica,1,263.32
46,F,27,1,0,Pickup,14,47145,21677,Pessoal,Norte,Media,Completa,0,374.81
64,F,46,2,0,Hatchback,13,20000,15049,Pessoal,Sudeste,Grande,Completa,0,299.24
21,M,3,2,4,Sedan,4,63051,27942,Trabalho,Sudeste,Grande,Intermediária,0,1151.84
29,F,11,0,0,SUV,0,156632,23031,Trabalho,Sudeste,Grande,Intermediária,1,939.82
62,M,43,0,6,Pickup,8,82321,26282,Pessoal,Sudeste,Grande,Básica,1,505.34
19,M,0,1,8,SUV,10,94323,25910,Pessoal,Nordeste,Grande,Intermediária,0,1892.1
44,F,24,0,0,SUV,8,102860,10614,Pessoal,Centro-Oeste,Grande,Básica,1,266.27
48,F,30,0,2,Pickup,7,92107,16683,Trabalho,Norte,Grande,Básica,0,313.17
68,M,49,1,0,Hatchback,4,44919,16687,Pessoal,Centro-Oeste,Grande,Intermediária,1,150.0
68,M,50,5,0,SUV,13,75569,8801,Uber,Sudeste,Media,Intermediária,1,1139.59
53,F,34,1,0,Sports,2,238411,13280,Pessoal,Sul,Grande,Intermediária,0,2007.94
53,M,35,2,0,Sedan,7,44586,12376,Pessoal,Norte,Media,Completa,1,199.2
43,M,24,1,6,Minivan,0,109218,15148,Uber,Sudeste,Grande,Básica,1,718.45
60,M,40,2,0,Sedan,2,62122,19060,Pessoal,Centro-Oeste,Pequena,Intermediária,1,229.84
44,F,24,1,0,Sedan,11,29409,22283,Pessoal,Sudeste,Pequena,Intermediária,0,234.36
22,F,4,3,2,Sports,10,193089,24861,Pessoal,Sudeste,Media,Básica,0,3000.0
37,M,18,1,2,Sedan,6,54242,6744,Pessoal,Norte,Media,Intermediária,0,232.74
28,F,9,1,0,Hatchback,13,20000,27480,Entrega,Sul,Pequena,Intermediária,1,150.0
27,F,9,1,6,Pickup,14,56433,23637,Pessoal,Sudeste,Grande,Intermediária,1,403.84
57,M,38,1,2,Sports,3,225514,16853,Pessoal,Sul,Pequena,Completa,0,2468.02
55,F,37,0,0,Minivan,6,70983,19663,Pessoal,Nordeste,Media,Intermediária,1,274.2
23,F,4,0,0,Sedan,11,25970,6633,Pessoal,Sul,Media,Completa,0,224.56
25,M,7,0,0,Hatchback,10,20000,28385,Trabalho,Sul,Grande,Intermediária,0,150.0
40,M,21,3,4,Sedan,12,20029,28404,Uber,Sudeste,Media,Básica,1,188.56
64,F,46,0,2,SUV,13,79671,13149,Uber,Sudeste,Media,Intermediária,0,781.93
43,F,24,0,4,Pickup,4,107549,19671,Pessoal,Sudeste,Media,Básica,0,456.23
63,F,43,2,0,SUV,5,125441,9701,Pessoal,Sul,Media,Intermediária,1,654.05
60,M,41,0,0,Hatchback,13,20000,28119,Pessoal,Norte,Grande,Intermediária,1,150.0
29,F,11,1,0,SUV,6,125093,18349,Trabalho,Norte,Grande,Intermediária,1,692.5
43,M,23,0,0,Hatchback,14,20000,6013,Pessoal,Sudeste,Grande,Básica,1,151.59
30,M,11,4,2,Minivan,12,49740,21279,Pessoal,Centro-Oeste,Grande,Intermediária,1,413.7
57,F,37,3,4,Sedan,9,27416,8299,Uber,Sudeste,Grande,Básica,1,217.98
35,M,16,3,0,Hatchback,11,20000,6506,Pessoal,Sul,Grande,Intermediária,0,150.0
42,M,22,1,0,Sports,6,225231,9803,Pessoal,Sudeste,Grande,Completa,1,2494.35
50,M,32,2,0,SUV,6,118395,22361,Pessoal,Sudeste,Media,Completa,1,1174.98
64,M,45,0,0,Sedan,6,48260,23201,Pessoal,Sudeste,Grande,Básica,1,220.46
57,M,38,0,0,Hatchback,10,20000,19760,Pessoal,Sudeste,Pequena,Intermediária,1,150.0
60,F,42,0,0,SUV,12,92648,15826,Pessoal,Nordeste,Media,Intermediária,1,337.18
29,M,9,1,0,Sedan,12,23342,26285,Pessoal,Sudeste,Media,Completa,1,177.89
61,F,43,1,0,Pickup,6,94210,18821,Pessoal,Centro-Oeste,Grande,Intermediária,1,590.01
53,F,35,1,0,SUV,2,136833,18007,Trabalho,Sul,Media,Básica,0,563.68
65,F,45,0,0,Minivan,14,24752,20786,Pessoal,Sudeste,Media,Intermediária,1,203.69
21,M,3,1,2,Pickup,11,66978,14140,Trabalho,Sudeste,Pequena,Intermediária,0,649.52
22,F,3,2,0,Hatchback,2,48727,11798,Pessoal,Sudeste,Media,Intermediária,0,469.55
54,F,35,1,10,Sedan,6,45023,21857,Pessoal,Nordeste,Media,Completa,1,317.21
25,F,6,2,0,SUV,13,75982,5567,Uber,Nordeste,Pequena,Básica,1,391.94
59,F,41,0,0,Sedan,1,79305,16624,Pessoal,Sudeste,Grande,Completa,1,408.84
66,F,47,2,0,Sports,13,191146,17215,Pessoal,Centro-Oeste,Grande,Básica,1,1685.22
45,M,26,1,0,Sedan,1,82729,12966,Uber,Norte,Media,Completa,1,548.03
48,F,29,0,4,Sedan,2,71201,23642,Pessoal,Centro-Oeste,Grande,Completa,0,624.37
26,F,7,0,0,SUV,13,91910,13120,Pessoal,Sul,Grande,Intermediária,0,447.87
68,F,49,1,8,Sedan,3,72314,21279,Pessoal,Centro-Oeste,Media,Intermediária,1,449.73
46,F,27,2,6,Sedan,5,63666,16336,Trabalho,Sul,Grande,Básica,1,326.32
31,M,13,1,2,Hatchback,12,20000,9310,Uber,Nordeste,Media,Básica,1,150.0
57,F,38,0,2,Sedan,7,50365,18187,Pessoal,Sudeste,Pequena,Básica,1,150.0
58,M,39,3,2,Sedan,9,35733,19089,Pessoal,Sudeste,Grande,Básica,1,206.39
39,M,19,1,0,SUV,9,105108,6982,Pessoal,Sul,Grande,Intermediária,1,333.26
28,M,10,1,2,Hatchback,6,23360,6096,Pessoal,Sudeste,Grande,Básica,1,150.0
40,M,22,1,0,Hatchback,3,44785,27994,Pessoal,Norte,Grande,Completa,0,349.16
18,F,0,0,0,SUV,1,143112,18582,Pessoal,Sul,Grande,Intermediária,0,1588.24
63,M,45,1,0,Hatchback,1,61016,24954,Pessoal,Sudeste,Grande,Intermediária,0,447.43
54,M,35,0,2,SUV,14,89309,11497,Pessoal,Norte,Grande,Intermediária,0,336.38
38,F,19,5,6,Minivan,3,78625,18545,Uber,Sudeste,Grande,Intermediária,1,1522.18
43,F,23,1,0,Sedan,5,50469,16582,Pessoal,Sudeste,Media,Básica,1,209.74
63,F,43,1,4,Hatchback,2,41223,20378,Pessoal,Sudeste,Pequena,Intermediária,1,312.62
53,F,35,1,0,Sports,5,222110,15864,Pessoal,Sudeste,Media,Completa,1,2453.41
40,F,20,3,0,Pickup,4,99157,25030,Uber,Sul,Media,Intermediária,1,975.18
18,M,0,2,0,Sedan,4,63251,23803,Trabalho,Sul,Grande,Básica,1,629.48
68,M,50,1,0,Sedan,1,69992,9279,Trabalho,Centro-Oeste,Media,Completa,0,623.08
57,F,39,2,0,Hatchback,7,28646,22057,Pessoal,Norte,Grande,Básica,0,150.0
32,M,12,1,2,Sedan,4,61870,24186,Trabalho,Sul,Grande,Intermediária,0,476.54
38,F,19,1,4,Pickup,10,64787,12312,Pessoal,Sul,Pequena,Intermediária,0,284.37
64,M,44,0,0,Hatchback,1,63756,20440,Pessoal,Sudeste,Grande,Intermediária,1,342.35
26,M,6,1,0,Hatchback,6,31140,7369,Pessoal,Nordeste,Grande,Completa,1,192.99
26,F,7,0,4,Sedan,12,20000,25914,Trabalho,Sudeste,Pequena,Completa,0,159.36
27,F,8,3,4,Hatchback,14,20000,21192,Trabalho,Nordeste,Pequena,Intermediária,1,150.0
69,F,51,0,0,Hatchback,8,20000,22450,Uber,Sul,Grande,Básica,1,150.0
43,F,25,4,0,Pickup,8,82941,10432,Uber,Norte,Grande,Completa,0,1163.16
58,M,38,1,6,Sedan,0,85993,29457,Pessoal,Sudeste,Media,Intermediária,1,639.57
52,M,33,1,2,Sedan,6,54620,5687,Pessoal,Centro-Oeste,Media,Básica,1,150.0
69,F,51,1,0,SUV,8,118791,18175,Pessoal,Sudeste,Grande,Intermediária,1,978.22
42,F,22,0,0,Sedan,5,58084,5068,Uber,Nordeste,Media,Básica,0,169.65
43,M,24,0,4,Hatchback,0,55027,15295,Pessoal,Sul,Pequena,Básica,0,150.0
28,F,8,0,0,Sports,1,239260,11774,Uber,Sul,Grande,Completa,0,3000.0
55,M,37,1,12,SUV,3,129828,21803,Pessoal,Sudeste,Pequena,Intermediária,0,1248.35
19,M,1,1,0,Pickup,13,53772,17190,Pessoal,Nordeste,Pequena,Básica,1,256.09
24,M,5,2,4,Sedan,3,64012,15789,Pessoal,Nordeste,Grande,Intermediária,0,693.7
35,F,15,0,0,Sedan,1,73315,11891,Pessoal,Sudeste,Media,Completa,0,411.75
44,F,25,0,0,Sedan,7,49259,26977,Uber,Sudeste,Grande,Básica,0,399.98
51,M,33,1,6,SUV,1,147631,15316,Pessoal,Sul,Media,Intermediária,1,764.35
44,F,26,3,0,Sports,2,248258,27488,Pessoal,Nordeste,Media,Completa,0,3000.0
34,M,14,2,2,Sedan,13,20000,25276,Pessoal,Nordeste,Grande,Básica,0,150.0
60,M,40,1,0,Hatchback,3,39224,5439,Pessoal,Centro-Oeste,Media,Intermediária,1,150.0
61,M,41,1,0,SUV,8,119582,22592,Pessoal,Sudeste,Pequena,Básica,1,561.79
68,M,49,0,0,Minivan,9,55977,23947,Pessoal,Norte,Grande,Intermediária,0,266.36
41,M,21,4,2,Sedan,0,84608,12466,Uber,Nordeste,Grande,Completa,0,1371.56
42,F,22,1,0,Sedan,7,36210,22637,Pessoal,Centro-Oeste,Grande,Básica,1,150.0
24,F,6,0,0,Sedan,11,24218,8209,Pessoal,Sudeste,Media,Completa,1,225.23
69,F,51,1,0,SUV,14,82453,8549,Pessoal,Centro-Oeste,Pequena,Completa,0,582.61
23,M,3,0,2,Sedan,13,20000,21998,Pessoal,Sudeste,Pequena,Intermediária,0,150.0
41,M,21,4,4,Sports,4,235210,8078,Pessoal,Sudeste,Grande,Intermediária,0,3000.0
50,M,32,0,0,Hatchback,6,28689,8490,Pessoal,Sudeste,Media,Básica,1,150.0
66,M,46,1,0,Hatchback,7,27721,8543,Pessoal,Sudeste,Grande,Completa,1,167.23
46,F,27,0,8,SUV,14,79885,29486,Trabalho,Sudeste,Grande,Intermediária,1,810.98
60,M,41,2,0,Sedan,4,58182,23284,Pessoal,Sudeste,Media,Intermediária,1,378.4
39,F,20,2,6,SUV,7,113916,27064,Trabalho,Sudeste,Media,Intermediária,1,1261.71
43,F,23,1,6,Minivan,9,45375,11751,Uber,Nordeste,Media,Intermediária,1,298.18
45,M,27,1,4,Pickup,10,78070,19906,Pessoal,Sudeste,Pequena,Completa,1,637.2
67,F,47,3,0,Sports,7,210012,27246,Pessoal,Sul,Media,Intermediária,1,3000.0
38,F,18,0,4,Pickup,8,86640,23096,Pessoal,Sudeste,Media,Completa,0,788.48
66,F,48,0,4,Sedan,1,84984,19425,Pessoal,Nordeste,Grande,Intermediária,1,396.37
24,F,6,0,2,Sedan,2,60050,23713,Trabalho,Nordeste,Pequena,Básica,1,263.82
34,M,16,4,0,Sedan,0,76590,16811,Trabalho,Sudeste,Media,Completa,1,985.85
37,M,18,0,0,SUV,3,132437,22578,Pessoal,Norte,Pequena,Intermediária,0,564.14
58,M,38,2,0,Sedan,14,20000,11781,Pessoal,Sul,Grande,Intermediária,1,187.65
66,M,48,1,2,SUV,14,86978,29546,Pessoal,Norte,Media,Completa,1,863.27
37,F,17,0,2,Hatchback,4,43105,26290,Pessoal,Sul,Media,Básica,1,150.0
39,M,20,0,0,Sports,10,194731,22762,Trabalho,Sul,Grande,Intermediária,0,1768.55
45,F,26,0,0,Hatchback,0,53873,20563,Pessoal,Sudeste,Media,Básica,1,150.0
57,F,39,1,0,Minivan,7,66628,19797,Pessoal,Sudeste,Pequena,Intermediária,0,302.32
66,M,48,0,2,Sedan,1,74264,22133,Trabalho,Sudeste,Grande,Completa,1,793.72
24,M,4,0,6,Sedan,0,75748,26676,Pessoal,Nordeste,Grande,Completa,1,763.73
18,F,0,3,0,Hatchback,1,46476,5300,Pessoal,Nordeste,Media,Intermediária,0,405.4
49,F,29,4,0,Sedan,14,20000,9695,Pessoal,Sudeste,Grande,Completa,0,244.01
30,F,12,0,0,Sedan,12,20000,17174,Pessoal,Sudeste,Media,Completa,1,150.0
47,M,27,0,2,SUV,4,132684,21222,Trabalho,Sul,Media,Intermediária,0,819.14
40,M,20,0,4,Sedan,8,40922,26008,Uber,Sul,Grande,Básica,1,185.08
68,M,48,1,8,SUV,8,115386,25221,Pessoal,Centro-Oeste,Pequena,Intermediária,1,1070.63
36,M,16,2,0,SUV,1,143066,21661,Uber,Sul,Media,Completa,0,1962.16
49,F,30,0,8,SUV,1,147089,15750,Pessoal,Centro-Oeste,Pequena,Completa,1,925.01
47,F,27,0,0,Hatchback,2,53408,25301,Trabalho,Sudeste,Media,Intermediária,0,291.4
46,F,28,2,2,SUV,6,118167,12307,Uber,Sul,Pequena,Completa,1,1089.5
66,F,47,1,0,Sedan,10,32816,23545,Pessoal,Sudeste,Grande,Básica,0,179.36
62,F,43,0,6,Sedan,2,62233,18818,Trabalho,Sul,Grande,Básica,1,350.82
46,M,26,1,2,SUV,0,148117,6389,Pessoal,Sudeste,Grande,Completa,1,1105.3
47,M,28,0,2,Hatchback,13,20000,13882,Pessoal,Nordeste,Grande,Básica,1,150.0
33,F,13,0,4,Pickup,13,51359,26116,Trabalho,Sudeste,Pequena,Básica,0,206.22
57,M,39,2,0,Hatchback,13,20000,24852,Uber,Sul,Media,Intermediária,0,150.0
36,F,16,2,0,Sedan,5,49197,15040,Uber,Centro-Oeste,Pequena,Intermediária,1,321.43
35,F,16,1,6,Hatchback,2,50293,11141,Trabalho,Sul,Grande,Intermediária,1,275.88
18,M,0,3,0,Hatchback,0,59332,18110,Pessoal,Centro-Oeste,Grande,Básica,0,519.44
31,F,11,1,0,SUV,13,75615,10969,Pessoal,Sudeste,Pequena,Completa,1,364.83
68,F,50,2,0,SUV,12,92844,18162,Entrega,Sudeste,Grande,Completa,0,2082.62
64,F,46,1,2,SUV,3,137401,25200,Pessoal,Nordeste,Media,Intermediária,1,947.15
67,F,48,3,0,Hatchback,12,20000,14131,Trabalho,Centro-Oeste,Grande,Intermediária,0,164.14
19,F,1,3,0,Hatchback,0,59168,10037,Pessoal,Sul,Pequena,Intermediária,0,546.33
45,M,26,0,0,Sedan,0,79508,27378,Trabalho,Sudeste,Media,Intermediária,0,487.13
66,M,48,3,0,Hatchback,11,20000,19693,Pessoal,Nordeste,Media,Intermediária,1,150.0
67,F,47,2,6,Sedan,1,67339,7451,Entrega,Sul,Grande,Intermediária,0,720.66
47,F,29,2,10,Sedan,9,41246,5024,Pessoal,Sudeste,Media,Intermediária,1,236.26
55,M,35,0,2,Minivan,7,63109,10962,Uber,Centro-Oeste,Pequena,Básica,0,264.83
68,M,48,2,0,Minivan,1,95288,7556,Pessoal,Centro-Oeste,Pequena,Intermediária,1,389.85
21,F,3,3,6,Sedan,10,33317,29016,Pessoal,Nordeste,Grande,Intermediária,1,417.74
18,F,0,0,2,SUV,1,151762,21444,Trabalho,Centro-Oeste,Grande,Intermediária,1,1959.2
25,F,7,4,0,Sedan,14,20000,12675,Trabalho,Centro-Oeste,Grande,Completa,0,236.72
46,F,28,0,6,SUV,10,108655,21506,Uber,Nordeste,Grande,Intermediária,1,910.97
56,M,36,0,4,Pickup,10,77391,10616,Pessoal,Centro-Oeste,Media,Completa,1,355.22
20,M,0,1,4,Minivan,9,51800,15294,Pessoal,Sudeste,Grande,Básica,1,356.04
49,F,30,1,4,Hatchback,9,21493,22570,Pessoal,Sudeste,Grande,Intermediária,0,215.62
27,M,7,1,0,SUV,7,107771,19010,Pessoal,Centro-Oeste,Media,Completa,1,745.35
27,M,8,0,0,Hatchback,11,20000,26542,Entrega,Nordeste,Media,Intermediária,1,150.0
36,M,16,4,2,SUV,5,117600,29248,Pessoal,Sudeste,Media,Intermediária,1,1338.1
63,F,45,0,0,Sports,11,190518,18394,Pessoal,Sudeste,Pequena,Intermediária,1,1440.65
51,F,31,0,0,Sports,10,209627,14922,Pessoal,Norte,Grande,Completa,1,1533.61
50,M,32,0,4,Hatchback,3,52389,9089,Pessoal,Sudeste,Media,Intermediária,0,150.0
40,M,22,1,4,SUV,2,146689,19448,Pessoal,Sul,Grande,Completa,0,1651.28
45,F,27,3,0,Sedan,0,85923,7472,Pessoal,Centro-Oeste,Grande,Completa,1,623.46
49,F,30,1,4,Sedan,10,25701,15469,Pessoal,Norte,Grande,Intermediária,1,150.0
67,M,47,2,4,Pickup,2,100958,12450,Pessoal,Nordeste,Grande,Intermediária,0,862.39
24,M,6,0,2,SUV,11,92595,7964,Entrega,Centro-Oeste,Grande,Básica,1,552.61
46,M,28,1,0,SUV,13,78538,13104,Pessoal,Sul,Grande,Intermediária,1,389.95
25,F,6,1,0,SUV,8,118014,22694,Pessoal,Nordeste,Pequena,Intermediária,0,544.77
